/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/center_2018_05_24_12_34_34_764.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/left_2018_05_24_12_34_34_764.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/right_2018_05_24_12_34_34_764.jpg,0,0,0,11.35429
/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/center_2018_05_24_12_34_34_837.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/left_2018_05_24_12_34_34_837.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/right_2018_05_24_12_34_34_837.jpg,0,0,0,11.40875
/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/center_2018_05_24_12_34_34_905.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/left_2018_05_24_12_34_34_905.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/right_2018_05_24_12_34_34_905.jpg,0,0.2028358,0,11.42326
/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/center_2018_05_24_12_34_34_973.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/left_2018_05_24_12_34_34_973.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/right_2018_05_24_12_34_34_973.jpg,0,0.4047418,0,11.44429
/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/center_2018_05_24_12_34_35_042.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/left_2018_05_24_12_34_35_042.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/right_2018_05_24_12_34_35_042.jpg,0,0.6313677,0,12.02207
/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/center_2018_05_24_12_34_35_143.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/left_2018_05_24_12_34_35_143.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/right_2018_05_24_12_34_35_143.jpg,0,0.9155817,0,12.70971
/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/center_2018_05_24_12_34_35_205.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/left_2018_05_24_12_34_35_205.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/right_2018_05_24_12_34_35_205.jpg,0,1,0,13.45424
/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/center_2018_05_24_12_34_35_279.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/left_2018_05_24_12_34_35_279.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/right_2018_05_24_12_34_35_279.jpg,-0.2,1,0,14.34959
/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/center_2018_05_24_12_34_35_342.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/left_2018_05_24_12_34_35_342.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/right_2018_05_24_12_34_35_342.jpg,-0.35,1,0,14.90545
/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/center_2018_05_24_12_34_35_410.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/left_2018_05_24_12_34_35_410.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/right_2018_05_24_12_34_35_410.jpg,-0.2054165,1,0,15.7508
/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/center_2018_05_24_12_34_35_478.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/left_2018_05_24_12_34_35_478.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/right_2018_05_24_12_34_35_478.jpg,-0.000743866,1,0,16.40869
/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/center_2018_05_24_12_34_35_553.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/left_2018_05_24_12_34_35_553.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/right_2018_05_24_12_34_35_553.jpg,0,1,0,17.23524
/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/center_2018_05_24_12_34_35_649.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/left_2018_05_24_12_34_35_649.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/right_2018_05_24_12_34_35_649.jpg,-0.2,1,0,18.24101
/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/center_2018_05_24_12_34_35_716.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/left_2018_05_24_12_34_35_716.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/right_2018_05_24_12_34_35_716.jpg,-0.35,1,0,18.83121
/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/center_2018_05_24_12_34_35_784.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/left_2018_05_24_12_34_35_784.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/right_2018_05_24_12_34_35_784.jpg,-0.2032592,1,0,19.42477
/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/center_2018_05_24_12_34_35_854.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/left_2018_05_24_12_34_35_854.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/right_2018_05_24_12_34_35_854.jpg,0,1,0,20.24037
/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/center_2018_05_24_12_34_35_950.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/left_2018_05_24_12_34_35_950.jpg,/home/liangxu/GT/SelfDrivingCar_Term1/3_Project/pic/IMG/right_2018_05_24_12_34_35_950.jpg,0,1,0,21.2272
